species_name,Output_name,中文名,生活型,株,茎,枝,叶,花,果,种子,国内产地,国外分布,特有性,生境,海拔,物候期
Aristolochia delavayi,Aristolochia delavayi Franch.,贯叶马兜铃,NA,NA,NA,NA,NA,NA,NA,NA,云南西北部；,NA,NA,干热河谷草地上；,NA,NA
Aristolochia fordiana,Aristolochia fordiana Hemsl.,通城虎,草质藤本；,NA,茎细长；,NA,叶卵形或卵状三角形，长10-20厘米，宽5-8厘米，先端渐尖，基部心形，下面网脉密被短茸毛，网眼清晰，密被油点，芳香；叶柄长2-4厘米；,总状花序腋生，具2-4花，长达4厘米，苞片及小苞片卵形或钻形，基部近圆或楔形，具短柄花梗长约8毫米；花被筒长1.5“2.5厘米，基部球形，径约3.5毫米，向上骤缢缩成长管，管口漏斗状，檐部一侧延伸成卵状长圆形舌片，长1-1.5厘米，暗紫色；花药卵圆形，合蕊柱6裂；,蒴果长圆形或倒卵圆形，长3-4厘米，径1.5-2厘米；,种子卵状三角形，长约5毫米，褐色；,广西（陆川、苍梧、昭平）、广东（博罗、德庆、阳春等）、江西（德兴）、浙江和福建；,NA,NA,山谷林下灌丛中和山地石隙中；,NA,花期3-4月，果期5-7月；
Aristolochia foveolata,Aristolochia foveolata Merr.,蜂窠马兜铃,草质藤本；,NA,茎无毛；,NA,叶戟形或卵状披针形，长4-14厘米，宽2-2.5厘米，先端长渐尖，基部耳形，下面网脉密被短茸毛，网眼清晰；叶柄长3-5厘米；,花单生或2朵并生叶腋；花梗长1-2厘米；苞片及小苞片卵状披针形，基部楔形，无柄；花被筒长2-2.5厘米，基部球形，向上骤缢缩成长管，管口漏斗状，檐部一侧延伸成卵状披针形舌片，长1.5-2厘米；花药卵圆形，合蕊柱6裂；,蒴果长圆形或倒卵圆形，长2-2.5厘米；,种子卵状三角形，长约4毫米，背面被疣点；,台湾（屏东）、福建（崇安）、广东（从化）、广西（陆川）；,菲律宾亦产；,NA,山区路旁、灌丛中；,400-600m；,花期4-6月，果期7-10月；
Aristolochia fujianensis,Aristolochia fujianensis S. M. Hwang,福建马兜铃,草质藤本，长达1米；,长达1米；,茎密被长柔毛；,NA,叶心形或卵状心形，长宽4-11厘米，先端渐尖，基部心形，弯缺深1-1.2厘米，两面密被白或褐色长柔毛；叶柄长2-8厘米；,总状花序具3-4花，稀单花，被长柔毛；花梗长5-15厘米；苞片及小苞片卵形或卵状披针形；花被筒长达3厘米，基部球形，径约4毫米，向上骤缢缩成长管，管口漏斗状，绿色具紫色纵纹，檐部一侧延伸成卵状披针形舌片，长0.8-1.6厘米，先端尾尖弯扭，暗紫色；花药卵圆形，合蕊柱6裂；,蒴果长圆形或倒卵圆形，长约2厘米；,种子卵状三角形，长约3毫米；,福建（宁德）、浙江（龙泉）；,NA,NA,山地路边灌丛中；,NA,花期3-4月，果期5-8月；
Aristolochia gentilis,Aristolochia gentilis Franch.,优贵马兜铃,草质藤本；,高达40厘米，有结节状的块根，全株无毛或有时具极短微柔毛，茎多分枝，柔弱，具纵槽纹；,NA,NA,叶纸质或膜质，肾形、三角状心形或三角状卵形，常中部以上渐狭，长0.5-3厘米，宽0.5-2厘米，顶端钝圆而具短尖头或有时稍凹入，基部耳形，两侧裂片下垂或向内稍弯，边近全缘或波状；基出脉3-5条；叶柄长1-1.5厘米；,花单生于叶腋；花梗长1-2厘米，纤细，花后近顶端常向下弯；花被长2.5-3厘米，基部膨大呈球形，直径3-5毫米，向上急遽收狭成一长管，管口扩大呈漏斗状，下部绿色；檐部一侧极短，另一侧延伸成舌片；舌片卵状披针形，上部渐狭，长1-1.5厘米，基部宽约6毫米，顶端钝圆或凸尖，淡黄绿色而有紫色纵脉和网纹；花药卵形，贴生于合蕊柱近基部，并单个与其裂片对生；子房圆柱形，长约2毫米，6棱；合蕊柱顶端6裂，裂片顶端钝，向下延伸成波状的圆环；,蒴果球形，直径约1.5厘米，从基部向上开裂；种子卵状心形，长约4毫米，宽约3毫米，背面平凸状，腹面凹入，具疣状突起小点，暗灰色；,NA,云南（蒙自、中甸）；,NA,NA,岩石缝隙或草丛中；,1200-1400m；,花期5月，果期10-12月；
Aristolochia impressinervis,Aristolochia impressinervis C. F. Liang,凹脉马兜铃,草质藤本，嫩枝6棱，被短柔毛；,NA,NA,NA,叶纸质或革质，卵状披针形或披针形，长8-20厘米，宽4-5厘米，顶端长渐尖，基部深心形，两侧裂片近圆形，下垂或彼此相靠而湾缺成楔尖形，上面绿色，无毛，下面苍绿色，密被短茸毛；基出脉3-5条，最外一对有时不明显，侧脉每边3-4条，彼此相距较远，网脉在叶上面平坦或有时干后下凹，在叶下面明显隆起，网眼清晰；叶柄长1.5-2厘米；,总状花序聚伞状，腋生，有花3-7朵；花梗长约1.5厘米，基部有小苞片；小苞片披针形，无毛；花被长2.5-3厘米，基部收狭呈柄状，与子房连接处稍膨大，具关节，其上膨大呈球形，直径约3毫米，向上急遽收狭成一长管，管口扩大呈漏斗状；檐部一侧极短，边缘稍下翻，另一侧延伸成舌片；舌片椭圆形，长约2.5厘米，宽5-10毫米，顶端钝，紫色；花药卵形，着生于合蕊柱上，并单个与其裂片对生；子房圆柱形，长约8毫米，6棱；合蕊柱顶端6裂，裂片渐狭，顶端内弯，下部延伸成领状圆环；,蒴果倒卵形或近球形，长约1.7厘米，直径约1.3厘米，顶端中央稍凹入，6棱，成熟时褐色，由基部向上6瓣开裂；果柄长约1.5厘米，亦随果分裂成6条；种子心形至三角状心形，长宽均约2.5毫米，背面平凸状，具疣状突起小点，腹面近平；,NA,广西（大新、扶绥、龙州）；,NA,NA,石灰岩地区林下或灌丛中；,360m；,花期5-6月，果期8-10月；
Aristolochia kaempferi,Aristolochia kaempferi Willd.,大叶马兜铃,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aristolochia longgangensis,Aristolochia longgangensis C. F. Liang,弄岗马兜铃,NA,NA,NA,NA,NA,NA,NA,NA,广西（龙州）；,越南亦产；,NA,NA,100-200m；,NA
Isotrema manshuriense,Isotrema manshuriense (Kom.) H. Huber,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aristolochia polymorpha,Aristolochia polymorpha S. M. Hwang,多型叶马兜铃,草质藤本，长1-2米；块根圆柱状，外皮灰黄色；茎绿色，有深槽纹，无毛；,NA,NA,NA,叶纸质至膜质，形状多样，呈卵形、卵状三角形至戟形，长2.5-5.5厘米，基部宽2-5厘米，边缘浅3裂或深3裂，中裂片卵状披针形、菱形至线状披针形，长1.5-5厘米，宽5-15毫米，顶端短尖，侧裂片倒卵形或半圆形，长7-20毫米，宽5-15毫米，顶端钝圆或有时稍短尖，基部阔楔形或心形，上面无毛，下面被微柔毛或无毛；基出脉3-5条；叶柄长1-2厘米，柔弱；,总状花序，腋生，长1-1.5厘米，有花2-4朵；花梗纤细，长2-5毫米，无毛；小苞片卵状三角形，长2-5毫米，顶端急尖，无柄；花被全长1.5-2厘米，基部收狭呈柄状，与子房连接处稍膨大，具关节，其上膨大呈球形，直径2-4毫米，向上急遽收狭成一长管，直径1.5-2毫米，稍弯，管口扩大呈漏斗状；檐部一侧极短，中部稍凹入，另一侧延伸成舌片；舌片长圆形，长约1.5厘米，宽约4毫米，顶端钝，深紫色，有纵脉和网纹；花药卵形，着生于合芯柱上，并单个与其裂片对生；子房圆柱形，长2-3毫米，6棱，被黄色微柔毛；合蕊柱粗，顶,蒴果近球形，直径约1.5厘米，成熟时褐色，由基部向上6瓣开裂；种子卵形，长约2.5毫米，宽约2毫米，背面有疣状突起小点，浅褐色；,NA,广东海南岛；,NA,NA,林缘或疏林下；,70-150m；,花期10-12月，果期5-8月；
Aristolochia tagala,Aristolochia tagala Champ.,耳叶马兜铃,草质藤本；,NA,茎无毛；,NA,叶卵状心形或长圆状卵形，长8-24厘米，先端短尖或渐尖，基部深心形，两面无毛；叶柄长2.5-8厘米；,花2-3朵组成总状花序；花梗长约1厘米；花被筒长4-6厘米，基部缢缩成柄状，具关节，其上球形，径5-8毫米，向上骤缢缩成直管，管口漏斗状，檐部一侧延伸成长圆形舌片，长2-3厘米，先端钝圆具凸尖，绿色至暗紫色；花药卵圆形，合蕊柱6裂；,蒴果倒卵状球形或长圆状倒卵圆形，长3.5-5厘米；,种子近心形，长约8毫米，扁平，密被疣点，具膜质翅；,台湾、广东（茂名、陵水、澄迈）、广西（防城、武鸣）、云南（景洪、耿马、景东）；,印度、越南、马来西亚、印度尼西亚、菲律宾和日本亦产；,NA,阔叶林中；,60-2000m；,花期5-8月，果期10-12月；
Aristolochia tuberosa,Aristolochia tuberosa C. F. Liang et S. M. Hwang,背蛇生,草质藤本，全株无毛；,全株无毛；,NA,NA,叶三角状心形，长8-14厘米，先端钝，基部心形，无油点；叶柄长3-14厘米；,花单生或2-3朵集生；花梗长约1.5厘米；花被筒长约3.5厘米，基部球形，径约5毫米，向上骤缢缩成直管，管口漏斗状，檐部一侧延伸成长圆形舌片，长约2厘米，，身先端钝具凸尖，黄绿或具暗紫色条纹；花药卵圆形，合蕊柱6裂；,蒴果倒卵圆形，长约3厘米；,种子卵圆形，长约4毫米，密被疣点；,广西（南丹、田林、百色），云南（文山、耿马），贵州（安龙）和四川（峨眉、马边、屏山），湖北（宣恩）；,NA,NA,石灰岩山上或山沟两旁灌丛中；,150-1600m；,花期11月至翌年4月，果期6-10月；
Aristolochia tubiflora,Aristolochia tubiflora Dunn,管花马兜铃,草质藤本；,NA,茎无毛，枝、叶折断后渗出淡红色汁液；,NA,叶卵状心形或三角状心形，稀肾状，长3-15厘米，先端钝具凸尖，基部心形，两面无毛或下面被短柔毛，密被油点；叶柄长2-10厘米；,花单生或2朵并生叶腋；花梗长1-2厘米；花被筒长3-4厘米，基部球形，径约5毫米，向上骤缢缩成直管，径2-4毫米，口部漏斗状，檐部一侧延伸成卵状长圆形舌片，长2-4厘米，先端钝或凹具短尖头，深紫色；花药卵圆形，合蕊柱6裂；,蒴果长圆形，长约2.5厘米；,种子卵圆形或卵状三角形，长约4毫米，背面被疣点；,河南（商城）、湖北（利川）、湖南（武岗、零陵）、四川（屏山、沭川、汉源）、贵州（三都）、广西（全县、兴安）、广东（乐昌、乳源）、江西（新建、铜古）、浙江（丽水、龙泉）、福建（将乐、南平）等省区；,NA,NA,林下阴湿处；,100-1700m；,花期4-8月，果期10-12月；
Aristolochia zhongdianensis,Aristolochia zhongdianensis J. S. Ma,中甸马兜铃,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aristolochia zollingeriana,Aristolochia zollingeriana Miq.,港口马兜铃,草质藤本；茎无毛，干后明显6棱；,NA,NA,NA,叶纸质至薄革质，卵状三角形或肾形，长5-7厘米，宽5-7.5厘米，顶端短尖，基部浅心形，两侧裂片半圆形，扩展，边全缘，稀浅3裂，上面无毛，下面密被细柔毛；基出脉5-7条，网脉明显隆起；叶柄长1.5-3.5厘米；,总状花序腋生，有花3-4朵；花梗长约1厘米，基部具小苞片；小苞片卵形，长约1.5毫米；花被长3-5厘米，基部收狭呈柄状，柄长2-3毫米，与子房连接处稍膨大，具关节，其上膨大呈球形，直径3-5毫米，向上收狭成一长管，管口扩大呈漏斗状，被短柔毛或无毛，上部一侧极短，常稍下翻，另一侧延伸成舌片；舌片长圆形，长1.5-2.5厘米，宽3-5毫米，顶端钝圆而具凸尖，浅褐色，具数条纵脉；花药卵形，贴生于合蕊柱上，并单个与其裂片对生；子房圆柱形，长4-5毫米，6棱；合蕊柱顶端6裂，裂片披针形，向下延伸成6裂的圆环，稍覆盖,蒴果长圆形，长5-6厘米，直径约2厘米，6棱，由基部向上6瓣开裂，果梗亦随之开裂；种子卵状三角形，长约7毫米，宽约6毫米，扁平，边缘具膜翅；,NA,台湾（高雄）；,日本、爪哇亦产；,特产；,密林中；,NA,花期7月，果期不祥；
Asarum bashanense,Asarum bashanense Z. L. Yang,巴山细辛,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asarum campaniflorum,Asarum campaniflorum Wang Yong & Q. F. Wang,东方细辛,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asarum cardiophyllum,Asarum cardiophyllum Franchet,花叶细辛,NA,NA,NA,NA,NA,NA,NA,NA,四川、贵州和云南；,NA,NA,林下阴湿地；,500-1200m；,NA
Asarum caudigerellum,Asarum caudigerellum C. Y. Cheng et C. S. Yang,短尾细辛,多年生草本；,高达30厘米；,NA,NA,叶对生，心形，长3-7厘米，先端渐尖或长渐尖，上面疏被柔毛，脉上较密，下面脉被毛；叶柄长4-18厘米，芽苞叶宽卵形；,花被筒短，径约1厘米，花被片三角状卵形，被长柔毛，长约1厘米，先端短尾尖，长3-4毫米，常内弯；雄蕊长于花柱，花丝稍长于花药，药隔伸出成尖舌状；子房下位，具6纵棱，被长柔毛，花柱合生，顶端辐射状6裂；,果肉质，近球形；,NA,湖北西部、四川、贵州和云南东北部；,NA,NA,林下阴湿地或水边岩石上；,1600-2100m；,花期4-5月；
Asarum caudigerum,Asarum caudigerum Hance,尾花细辛,多年生草本，全株被柔毛；,全株被柔毛；,NA,NA,叶宽卵形、三角状卵形或卵状心形，长4-10厘米，先端尖或渐尖，基部深心形；上面疏被长柔毛，下面毛较密；叶柄长5-20厘米，芽苞叶卵形或卵状披针形，下面及边缘密被柔毛；,花被绿色，被紫红色蔟生毛；花梗长1-2厘米，被柔毛；花被片直伸，先端尾尖，花被筒径0.8-1厘米，内被柔毛，具纵纹，花被片卵状长圆形，先端具长达1.2厘米尾尖；雄蕊长于花柱，花丝长于花药，药隔伸出；子房下位，具6棱，花柱合生，柱头6裂；,果近球状，径约1.8厘米，花被宿存；,NA,NA,NA,NA,NA,NA,花期4-5月；
Asarum caulescens,Asarum caulescens Maxim.,双叶细辛,多年生草本；根状茎横走，节间长3-5厘米，有多条须根；地上茎匍匐，有1-2对叶；,NA,NA,NA,叶片近心形，长4-9厘米，宽5-10厘米，先端常具长1-2厘米的尖头，基部心形，两侧裂片长1.5-2.5厘米，宽2.5-4厘米，顶端圆形，常向内弯接近叶柄，两面散生柔毛，叶背毛较密；叶柄长6-12厘米，无毛；芽苞叶近圆形，长宽各约13毫米，边缘密生睫毛，花紫色，花梗长1-2厘米，被柔毛；花被裂片三角状卵形，长约10毫米，宽约8毫米，开花时上部向下反折；雄蕊和花柱上部常伸出花被之外，花丝比花药长约2倍，药隔锥尖；子房近下位，略成球状，有6纵棱，花柱合生，顶端6裂，裂片倒心形，柱头着生于裂缝外侧；,NA,果近球状，直径约1厘米；,NA,陕西、甘肃、湖北、四川、贵州；,日本；,NA,林下腐植土中；,1200-1700m；,花期4-5月；
Asarum chatienshanianum,Asarum chatienshanianum C. T. Lu & J. C. Wang,插天山细辛,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asarum chengkouense,Asarum chengkouense Z. L. Yang,城口细辛,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asarum chinense,Asarum chinense Franch.,川北细辛,多年生草本；,NA,NA,NA,叶椭圆状卵形，长3-7厘米，先端渐尖，基部深心形，上面绿色，有时具白色网纹，下面淡绿色或带紫红色；叶柄长5-15厘米，芽苞叶卵形；,花紫红或紫绿色；花梗长约1.5厘米；花被筒球形或卵球形，径约1厘米，喉部缢缩具短颈，膜环宽约1毫米，内壁具格状网眼，花被片宽卵形，长圆形；花丝极短，药隔不伸出或稍伸出；子房近上位或半下位，花柱离生，柱头近侧生；,NA,NA,湖北西部和四川东北部；,NA,NA,林下或山谷阴湿地；,1300-1500m；,花期4-5月；
Asarum crassisepalum,Asarum crassisepalum S. F. Huang et al.,鸳鸯湖细辛,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asarum crispulatum,Asarum crispulatum C. Y. Cheng et C. S. Yang,皱花细辛,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asarum debile,Asarum debile Franch.,铜钱细辛,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asarum delavayi,Asarum delavayi Franch.,川滇细辛,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
